Municipality,Longitude,Latitude
Summerberry,-103.09,50.42
Summerfield,-66.625,46.175
Summerfield Beach,-108.3,53.03
Summerhill,-81.54,43.68
Summerlea,-113.62,53.52
Summers Corners,-80.93,42.76
Summerstown,-74.55,45.06
Summerstown Station,-74.59,45.09
Summerville,-66.08,45.35
Summerville Centre,-64.81,43.95
Summit Lake,-122.63,54.25
Sunalta,-114.1,51.05
Sunbreaker Cove,-114.18,52.38
Sunbury,-76.42,44.37
Sunchild 202,-115.34,52.67
Suncrest,-123.01,49.21
Sundance,-114.03,50.9
Sundance Beach,-114.12,53.08
Sundayman's Meadow 3,-124.33,53.12
Sundown,-96.26,49.1
Sunken Lake,-64.44,44.99
Sunkist Beach,-79.27,44.32
Sunnidale,-79.99,44.36
Sunnidale Corners,-80.01,44.43
Sunningdale,-117.71,49.11
Sunny Acres,-64.76,46.11
Sunny Acres West,-64.76,46.11
Sunny Bank,-64.6,48.83
Sunny Brae,-64.77,46.1
Sunny Slope,-79.88,45.61
Sunnybrae,-119.26,50.76
Sunnybrook,-114.23,53.19
Sunnyside Beach,-105.88,53.56
Sunnyslope,-113.55,51.64
Sunnyville,-61.53,45.38
Sunpoke,-66.59,45.78
Sunrise,-60.54,46.86
Sunrise Beach,-114.04,53.78
Sunset,-123.08,49.21
Sunset Acres,-63.49,44.69
Sunset Beach,-113.54,54.72
Sunset Cove,-104.99,50.81
Sunset Park,-79.44,46.26
Sunset Point,-114.34,53.69
Sunset Prairie,-120.76,55.85
Sunset Valley,-66.27,45.38
Sunset View,-78.91,44.14
Sunset View Beach,-108.63,53.54
Sunshine,-85.505,46.16
Sunshine Bay,-117.0,49.6
Sunshine Hills,-122.9,49.11
Sunshine Valley,-121.23,49.26
Sunwapta,-113.65,53.55
Suomi,-89.98,48.23
Superb,-109.45,51.88
Superior Junction,-91.77,50.09
Surettes Island,-65.93,43.76
Surrey Centre,-122.75,49.11
Susk 17,-133.12,53.93
Sussex Corner,-65.47,45.71
Sussex Training Area,-65.49,45.72
Sutaquis 18,-125.95,49.24
Sutherland,-83.05,42.29
Sutherland Lake,-63.68,45.52
Sutherlands River,-62.49,45.58
Sutorville,-81.96,42.9
Sutton Bay,-79.59,47.56
Sutton Junction,-72.59,45.14
Suwanne Lake,-98.83,55.82
Suwannee Lake,-100.13,56.14
SW Hill,-110.69,50.03
Swahliseah 14,-121.41,49.42
Swain Post,-92.68,51.27
Swalwell,-113.31,51.55
Swampy Lake 236,-115.43,56.39
Swan 35,-126.27,49.35
Swan Creek,-66.3,45.85
Swan Crossing,-75.69,44.97
Swan Lake 29,-94.87,50.05
Swan Lake 3,-122.11,51.84
Swan Lake 4,-119.25,50.33
Swan Lake 65C,-100.86,52.5
Swan Lake 7,-98.88,49.39
Swan Lake 7a,-99.31,49.75
Swan Lake First Nation 8A,-97.37,49.87
Swan Lake Reserve,-98.88,49.38
Swan Plain,-102.05,52.11
Swan River 150E,-115.51,55.36
Swan River Lot,-101.26,52.1
Swanger Cove,-55.84,47.88
Swansea,-79.47,43.64
Swanson,-107.15,51.7
Swastika,-80.1,48.1
Sweeney Settlement,-68.42,47.51
Sweeneyville,-64.96,46.33
Sweet Bay,-53.64,48.44
Sweet Grass,-113.52,53.46
Sweet Grass 113-028,-108.55,52.81
Sweet Grass 113-C19,-108.6,52.8
Sweet Grass 113-C7,-108.6,52.78
Sweet Grass 113-D12,-108.07,52.61
Sweet Grass 113-F16,-108.55,52.79
Sweet Grass 113-G7,-108.6,52.77
Sweet Grass 113-I4,-108.99,52.67
Sweet Grass 113-K32,-108.83,52.57
Sweet Grass 113-L6,-107.58,52.67
Sweet Grass 113-M16,-108.55,52.79
Sweet Grass 113-N27,-108.79,52.56
Sweeteen 3,-122.44,49.97
Sweetgrass 113,-108.68,52.79
Sweetgrass 113A,-108.63,52.85
Sweetgrass 113B,-108.81,52.87
Sweetgrass 113-E22,-108.52,52.8
Sweetgrass 113-H1,-108.19,52.67
Sweetgrass 113-J3,-108.24,52.68
Sweetgrass 113-P2,-108.21,52.67
Sweetgrass 113-S6,-108.75,52.67
Sweetgrass Landing,-111.91,58.92
Sweetland,-64.5,44.46
Sweets Corner,-64.04,44.98
Sweets Corners,-77.975,43.685
Swift Rapids,-79.53,44.85
Swindon,-79.18,45.48
Swinton Park,-80.58,44.14
Switsemalph 3,-119.33,50.71
Switsemalph 6,-119.31,50.73
Switsemalph 7,-119.3,50.69
Switzerville,-76.86,44.27
Sydney,-60.19,46.13
Sydney 28A,-60.17,46.16
Sydney Forks,-60.3,46.06
Sydney Mines,-60.23,46.24
Sydney Range,-60.14,46.13
Sydney River,-60.22,46.1
Sykeston,-82.27,42.88
Sylvan,-81.77,43.15
Sylvan Glen Beach,-79.12,44.6
Sylvan Valley,-62.01,45.63
Sylvester,-62.77,45.6
Synton,-64.96,46.01
Ta Duhl' 36,-125.45,54.6
Ta Ta Creek,-115.78,49.78
Ta-a-ack 5,-127.71,51.02
Table Bay,-56.7,53.69
Table Head,-59.95,46.2
Tabusintac 9,-65.15,47.34
Tache 1,-124.75,54.66
Tacheeda Lake 14,-122.56,54.68
Tacla Lake (Ferry Landing) 9,-126.02,55.32
Tadanac,-117.71,49.11
Tadinlay 15,-126.5,55.06
Tadmore,-102.47,51.83
Tadoule Lake,-98.48,58.71
Tahla (Kildala) 4,-128.49,53.84
Tahlo Lake 24,-126.48,55.35
Tahltan 1,-130.99,58.01
Tahltan 10,-130.78,58.06
Tahltan Forks 5,-131.31,58.12
Tahsis 11,-126.65,49.91
Taits Beach,-78.27,44.1
Taku 6,-133.0,59.11
Talbot,-79.12,44.5
Talbotville Royal,-81.25,42.8
Taleomy 3,-126.67,52.01
Tall Cree 173,-115.35,57.91
Tall Cree 173A,-115.6,58.03
Talmage,-103.66,49.78
Talon,-73.27,45.35
Tam O'Shanter,-79.29,43.77
Tam O'Shanter Ridge,-63.52,44.68
Tamarac Estates,-80.0,43.93
Tamarisk,-123.01,50.1
Tanakut 4,-123.85,51.48
Tancook Island,-64.16,44.46
Tancredia,-76.65,45.72
Tanglewood,-75.75,45.33
Tanguay,-71.71,45.05
Tanizul 43,-124.97,54.74
Tankeah 5,-128.25,52.3
Tankville,-64.78,46.16
Tanners Settlement,-64.36,44.35
Tanoo 9,-131.61,52.76
Tansley,-79.8,43.41
Tansleyville,-87.93,49.61
Tapley,-105.55,50.36
Tapleytown,-79.73,43.18
Tar Island,-111.46,57.01
Taradale,-113.91,51.11
Tarbert,-80.32,43.94
Tarbot,-60.59,46.33
Tarbotvale,-60.56,46.35
Tarbutt and Tarbutt Additional,-83.99,46.35
Targe Creek 15,-124.95,53.73
Targettville,-65.03,46.54
Tarnopol,-105.38,52.7
Tarrtown,-67.61,46.54
Tarrys,-117.55,49.38
Tartan,-80.72,44.12
Tartigou,-67.79,48.75
Tarzwell,-80.01,48.0
Tatamagouche Mountain,-63.26,45.63
Tatcho Creek 11,-130.16,58.39
Tatchu 13,-127.13,49.85
Tatchu 13A,-127.14,49.85
Tate,-104.83,51.45
Tate Corners,-81.63,42.71
Tatehurst,-74.01,45.14
Tatelkus Lake 28,-124.71,53.31
Tatense 16,-132.98,54.18
Tatla West 11,-126.49,53.98
Tatl'ah 13,-130.0,58.44
Tatla't East 2,-126.48,53.98
Tatlock,-76.48,45.16
Tatpo-oose 10,-125.1,50.24
Tatsadah Lake 14,-123.91,54.31
Tatselawas (Stuart River) 2,-124.19,54.3
Tattons Corner,-66.76,44.76
Tatuk Lake 7,-124.28,53.54
Taunton,-78.82,43.94
Tawa,-113.42,53.46
Tawatinaw,-113.48,54.29
Taxis River,-66.46,46.44
Tay,-79.76,44.73
Tay Creek,-66.81,46.23
Tay Falls,-66.77,46.22
Tay Mills,-66.79,46.18
Tay Valley,-66.69,46.2
Taylor Beach,-103.64,50.69
Taylor Corners,-78.84,44.33
Taylor Village,-64.55,45.93
Taylor's Bay,-55.72,46.87
Taylors Road,-61.87,45.61
Tayside,-74.96,45.29
Tchesinkut Lake,-125.73,54.08
Tcimotf 1A,-128.13,52.14
Teahmit 3,-126.48,49.44
Tecumseh,-82.9,42.28
Teeds Mills,-67.62,46.1
Teequaloose 3,-121.42,49.7
Teequaloose 3A,-121.42,49.7
Tees,-113.32,52.46
Teeslee 15,-124.95,54.81
Teeta 7,-127.5,50.4
Teh Noo'n Che 49,-125.55,55.07
Tehkummah,-82.025,45.64
Telaise 1,-127.86,50.34
Telegraph Creek 6,-131.16,57.9
Telegraph Creek 6A,-131.16,57.91
Telford,-62.46,45.57
Telfordville,-114.17,53.27
Telly Road Crossing,-65.6,47.11
Temagami North,-79.79,47.11
Témiscouata-sur-le-Lac,-68.88,47.68
Temiskaming Shores,-79.71,47.49
Temperanceville,-79.48,43.93
Temple,-113.95,51.08
Temple Hill,-80.62,44.46
Templeton,-75.6,45.49
Templeton-Est,-75.58,45.49
Templeton-Ouest,-75.7,45.48
Tempo,-81.27,42.85
Ten Mile Lake,-122.43,53.08
Tenaga,-75.8,45.52
Tenby,-99.12,50.49
Tenby Bay,-83.92,46.13
Tennants Cove,-66.01,45.57
Tennessee,-73.65,45.36
Tennycape,-63.87,45.26
Tennyson,-76.15,45.03
Tent City,-79.53,44.29
Tent Island 8,-123.62,48.92
Tequa 21,-126.01,49.28
Terminus,-82.33,42.69
Terra Cotta,-79.93,43.71
Terra Nova,-54.21,48.5
Terrace Heights,-113.43,53.54
Terrace Hill,-80.26,43.15
Terrains de L'Évêque,-65.04,46.26
Terrasse-Bigras,-74.14,45.49
Terrasse-Charbonneau,-73.5,45.53
Terrasse-Raymond,-74.12,45.48
Terrasse-Vaudreuil,-73.98,45.39
Terre Noire,-61.08,46.47
Terres-Rompues,-71.17,48.45
Territoire-Coburn,-70.4,45.93
Tes Gha La 7A,-124.39,54.61
Teslin Lake 7,-132.1,59.5
Teslin Lake 9,-132.28,59.79
Tessier,-107.42,51.8
Teston,-79.54,43.86
Tête Jaune Cache,-119.42,52.96
Teviotdale,-80.75,43.84
Tewkesbury,-71.42,47.05
Texas,-73.63,45.39
Thalberg,-96.48,50.37
Thames Centre,-81.07,43.03
Thames Road,-81.4,43.37
The Annex,-79.4,43.67
The Archipelago,-80.38,45.58
The Beaches,-56.82,49.57
The Block,-59.32,47.8
The Bluff,-64.5,46.23
The Boyne,-75.28,45.11
The Brothers 18,-66.11,45.3
The Bush,-76.2,44.57
The Cedars,-66.07,45.47
The Corners,-101.38,50.59
The Dalles 38C,-94.52,49.87
The Delta,-79.81,43.23
The District of Lakeland No. 521,-105.9,53.64
The Dock,-53.25,47.57
The Donovan,-81.0,46.49
The Droke,-55.17,47.06
The Falls,-63.22,45.63
The Fort,-73.68,45.04
The Glades,-65.07,45.94
The Glebe,-75.69,45.4
The Glen,-76.87,45.74
The Golden Mile,-79.28,43.72
The Gore,-81.16,42.98
The Gorge,-64.88,46.15
The Grange,-79.98,43.78
The Grant,-65.88,45.67
The Grove,-81.18,43.02
The Gully,-78.06,44.0
The Hawk,-65.62,43.41
The Island,-75.57,44.85
The Junction,-79.46,43.66
The Key 65,-102.12,51.75
The Kingsway,-79.51,43.65
The Ledge,-67.2,45.17
The Lodge,-64.03,44.55
The Lots,-65.84,46.68
The Maples,-80.16,43.88
The Meadows,-83.0,42.02
The Motion,-53.29,47.53
The Narrows 49,-98.45,51.73
The Narrows 49A,-98.36,51.72
The Nation / La Nation,-74.98,45.4
The Ninth,-75.26,45.15
The North Shore,-82.62,46.24
The Outlet,-77.22,43.89
The P Patch,-84.3,46.52
The Pas Airport,-101.08,53.97
The Pines,-77.0,44.11
The Points West Bay,-60.98,45.74
The Range,-65.9,46.06
The Ridge,-65.82,46.16
The Rollway,-75.06,45.54
The Sixth,-75.26,45.0
The Slash,-81.96,45.62
The Tannery,-76.22,45.21
The Willows,-65.27,47.11
Thebathi 196,-111.67,59.86
Theik 2,-123.63,48.74
Theresa,-86.52,49.69
Therien,-111.26,54.23
Thessalon 12,-83.41,46.25
Thetford-Partie-Sud,-71.26,46.11
Thetis Island,-123.68,48.98
Thibault,-67.34,47.6
Thibeault Terrace,-79.47,46.33
Third Lake,-62.67,44.85
Thistle,-80.7,44.14
Thistletown,-79.55,43.73
Thode,-106.44,51.78
Thomas Morin,-101.89,54.75
Thomas Point 5,-127.38,50.69
Thomas Point 5A,-127.38,50.69
Thomas Squinas Ranch 2A,-125.31,52.48
Thomasburg,-77.34,44.39
Thomaston Corner,-67.13,45.65
Thomasville,-65.45,43.56
Thompson Corner,-65.68,45.82
Thompson Hill,-76.66,45.45
Thompsonville,-79.83,44.13
Thomson Station,-63.79,45.68
Thorah Beach,-79.19,44.35
Thorah Island,-79.21,44.44
Thorburn,-62.54,45.56
Thorburn Road,-52.83,47.58
Thorel House,-79.61,45.17
Thornby,-76.48,45.78
Thorncliffe,-113.84,52.305
Thorncrest Village,-79.53,43.66
Thorne,-79.1,46.7
Thorne Centre,-76.38,45.74
Thorne Lake,-76.36,45.68
Thornetown,-65.85,45.86
Thornhill,-128.53,54.51
Thornyhurst,-82.43,42.67
Thorold Park,-79.2,43.11
Thorold South,-79.19,43.1
Thorpe,-76.77,44.3
Thorton Woods,-78.89,43.9
Thrasher's Corners,-77.36,44.26
Three Brooks,-67.44,46.87
Three Fathom Harbour,-63.29,44.65
Three Islands 3,-122.33,49.11
Three Mile Plains,-64.09,44.96
Three Mile Rock,-57.73,50.0
Throoptown,-75.67,44.78
Thunder Beach,-80.07,44.8
Thunderchild 115K,-108.92,53.52
Thunderchild First Nation 115B,-108.86,53.48
Thunderchild First Nation 115C,-108.63,53.63
Thunderchild First Nation 115D,-108.19,53.8
Thunderchild First Nation 115E,-108.91,53.47
Thunderchild First Nation 115F,-109.43,53.35
Thunderchild First Nation 115G,-109.43,53.38
Thunderchild First Nation 115H,-109.36,53.37
Thunderchild First Nation 115I,-108.92,53.49
Thunderchild First Nation 115J,-108.95,53.61
Thunderchild First Nation 115L,-109.41,53.35
Thunderchild First Nation 115M,-109.3,54.13
Thunderchild First Nation 115N,-108.92,53.49
Thunderchild First Nation 115Q,-108.93,53.5
Thunderchild First Nation 115R,-109.23,54.13
Thunderchild First Nation 115S,-109.27,54.11
Thunderchild First Nation 115T,-109.28,54.16
Thunderchild First Nation 115U,-108.97,53.61
Thunderchild First Nation 115V,-108.92,53.51
Thunderchild First Nation 115W,-109.44,53.38
Thunderchild First Nation 115X,-109.93,54.22
Thunderchild First Nation 115Z,-109.35,54.07
Thuycholeeni,-101.67,58.81
Thuycholeeni Azé,-101.62,58.8
Thwaites,-79.61,47.66
Tiahn 27,-133.08,53.77
Tiblemont,-77.3,48.31
Ticehurst Corners,-72.11,45.08
Tichborne,-76.67,44.66
Tickle Cove,-53.48,48.58
Tickle Road,-61.02,45.34
Tickles,-53.57,47.15
Ticouapé,-72.48,48.69
Tiddville,-66.16,44.42
Tide Head,-66.76,47.98
Tidnish,-64.0,45.99
Tidnish Bridge,-64.05,45.98
Tidnish Cross Roads,-64.0,45.99
Tignish Shore,-63.99,46.94
Tilgatko 17,-125.71,52.87
Tilley Road,-65.04,47.52
Tillicum,-123.4,48.45
Tillion 4,-122.27,52.16
Tilston,-101.31,49.39
Tilt Cove,-55.17,49.715
Timber River,-64.05,46.06
Timiskaming,-79.46,47.63
Tincap,-75.75,44.61
Tinmusket 5A,-121.5,51.38
Tintern,-79.42,43.1
Tin-Wis 11,-125.89,49.13
Tiny,-79.98,44.72
Tioga,-79.96,44.22
Tionaga,-82.09,48.08
TipahmatoAski 95A,-106.47,52.86
Tipaskan,-113.45,53.46
Tipella 7,-122.22,49.77
Titusville,-65.74,45.48
Tlaa Gaa Aawtlaas 28,-132.13,53.99
Tlakmaqis,-125.57,48.97
Tl'o Ba 22,-124.68,54.8
Toanche,-79.94,44.8
Tobacco Lake,-82.43,45.85
Tobacco Plains 2,-115.1,49.05
Tobiano,-120.69,50.73
Tobin Lake,-103.72,53.51
Tobique 20,-67.67,46.8
Tobique Narrows,-67.68,46.78
Toby Helenes Meadow 10,-124.1,52.21
Toby Helenes Meadow 11,-124.13,52.21
Toby Lake 6,-121.61,51.37
Toby's Meadow 4,-124.17,52.29
Toh-quo-eugh 2,-127.86,50.61
Toimela,-89.39,48.55
Toksee 4,-127.34,51.23
Tollendal,-79.64,44.37
Tolmie,-81.21,44.63
Tolmies Corners,-74.94,45.23
Tolsmaville,-83.32,45.95
Tolsta,-71.22,45.65
Tolstoi,-96.81,49.07
Tom Cook 26,-122.88,54.85
Tomelin Bluffs,-79.44,45.27
Tomifobia,-72.13,45.06
Tomiko,-79.41,46.56
Tomstown,-79.75,47.79
Toney River,-62.89,45.77
Tonkin,-102.26,51.21
Toogood Arm,-54.6,49.62
Toon 15,-129.98,54.51
Toops 3,-119.65,50.94
Toosey 1,-122.48,51.91
Toosey 1A,-122.52,51.91
Toosey 3,-122.32,51.88
Tootoowiltena 28,-126.22,49.36
Toowartz 8,-129.54,53.32
Topcliff,-80.66,44.18
Topley Landing,-126.13,54.8
Topping,-80.87,43.5
Tor Bay,-61.35,45.19
Torbrook,-64.97,44.91
Torbrook Mines,-64.96,44.92
Torbrook West,-64.99,44.9
Tork 7,-124.93,50.13
Tormore,-79.69,43.84
Torrance,-79.56,44.99
Torrington,-113.6,51.79
Tory Hill,-78.27,44.97
Tosehka (Eagle Bay) 12,-128.7,53.81
Tottenham,-79.8,44.02
Touraine,-75.73,45.47
Tourelle,-66.4,49.15
Tourville,-69.98,47.1
Toutes Aides,-99.53,51.48
Towdystan Lake 3,-125.11,52.28
Tower Estates,-110.72,50.02
Tower Road,-59.95,46.15
Towinock 2,-121.85,50.58
Townsend,-80.14,42.89
Townsend Centre,-80.24,42.93
Toyes Hill,-75.33,44.98
Tracadie,-64.91,47.51
Tracadie Beach,-64.91,47.45
Tracey Mills,-67.74,46.43
Tracyville,-66.66,45.73
Traders Cove,-119.5,49.93
Trafalgar,-62.65,45.28
Trafalgar Flat 13,-121.41,49.41
Trafalgar Heights,-81.16,42.99
Trait-Carré,-64.33,48.95
Tralee,-80.83,43.68
Tramore,-77.46,45.62
Tramping Lake,-108.94,52.13
Tranquility,-80.27,43.17
Tranquille,-120.51,50.71
Transcona,-97.0,49.89
Transfiguration,-68.78,47.92
Traverston,-80.74,44.26
Traynor,-108.38,52.23
Traytown,-53.97,48.66
Treadwell,-75.01,45.59
Treaty Four Reserve Grounds 77,-103.78,50.76
Trecastle,-80.8,43.78
Trécesson,-78.31,48.65
Tree Farm,-74.14,45.44
Treesbank,-99.6,49.63
Tregarva,-104.71,50.6
Tremblay,-65.75,47.74
Tremont,-64.93,44.95
Trenche,-72.88,47.74
Trend Village,-75.79,45.33
Trenholm,-72.2,45.7
Trent Hills,-77.85,44.31
Trent River,-77.87,44.39
Trépanier,-119.7,49.78
Très-Saint-Rédempteur,-74.38,45.43
Très-Saint-Sacrement,-73.85,45.18
Trevelyan,-75.93,44.52
Trevessa Beach,-108.34,53.03
Trinity,-53.39,48.37
Trinity Bay North,-53.08,48.5
Trinity East,-53.34,48.37
Trinity Valley,-118.91,50.4
Triple Bay Park,-79.83,44.76
Tripp Settlement,-66.89,46.01
Triton,-55.61,49.51
Triwood,-114.1,51.08
Trois-Lacs,-71.88,45.79
Trois-Rives,-72.75,47.0
Trois-Rivières-Ouest,-72.6,46.32
Trois-Ruisseaux,-64.21,46.2
Trois-Saumons,-70.31,47.16
Trois-Saumons-Station,-70.29,47.15
Trottier,-71.69,46.05
Trout Brook,-65.79,47.11
Trout Lake Alec 16,-123.53,53.18
Trout Lake Jonny 15,-123.57,53.24
Trout Mills,-79.4,46.33
Trouty,-53.4,48.32
Trowbridge,-81.02,43.73
Troy,-61.43,45.68
Truax,-104.95,49.9
Trudeau,-85.76,48.69
Trudel,-65.13,47.69
Trump Islands,-54.77,49.58
Truro 27A,-63.28,45.32
Truro 27B,-63.28,45.32
Truro 27C,-63.28,45.31
Truro Heights,-63.31,45.34
Tryon Settlement,-67.13,45.41
Tsa Xana 18,-126.07,49.81
Tsachla Lake 8,-124.9,53.0
Tsahaheh 1,-124.85,49.26
Tsai-kwi-ee 13,-127.41,51.17
Tsak 9,-126.6,55.13
Tsarksis 2,-126.75,49.6
Tsaukan 12,-121.68,50.37
Tsawawmuck 1,-121.46,49.93
Tsawwassen Beach,-123.08,49.0
Tsawwati 1,-125.59,51.11
Tsay Cho 4,-124.91,54.81
Tsaytut Island 1C,-126.8,56.09
Tsaz Chech 27,-124.96,54.99
Tsaz Chech 28,-124.96,54.97
Tsaz Cheh Koh 24,-125.08,54.97
Tse Bay Ha Tine A 34,-125.09,54.53
Tseatah 2,-121.75,49.21
Tseetsum-Sawlasilah 6,-127.32,51.33
Tsemknawalqan 79,-129.18,54.2
Tseoowa 4,-125.01,48.97
Tsichgass 10,-126.46,54.04
Tsimlairen 15,-129.88,53.5
Tsimpsean 2A,-130.38,54.39
Tsimtack 7,-129.46,53.38
Tsinkahtl 8,-121.28,50.49
Tsinstikeptum 10,-119.53,49.88
Tsinstikeptum 9,-119.6,49.85
Tsintahktl 2,-121.47,49.95
Tsitsk 3,-127.6,55.26
Ts'kw'aylaxw 5,-121.76,50.55
T'Sou-ke 1,-123.69,48.38
T'Sou-ke 2,-123.74,48.36
Tsowenachs 2,-127.8,50.3
Tsowwin 10,-126.63,49.78
Tsu K'Adhe Túe 196f,-111.09,59.74
Tsu Nedehe Tue 196H,-112.24,59.56
Tsu Túe 196g,-110.56,59.94
Tsulquate 4,-127.5,50.73
Tsun Tine Ah 37,-124.69,54.73
Tsunnia Lake 5,-124.15,51.53
Tsupmeet (Patcha Creek) 5,-126.87,56.17
Tsuquanah 2,-124.87,48.67
Tsussie 6,-123.67,48.88
Tsuu T'ina Nation 145,-114.35,50.96
Tthe Jere Ghaili 196b,-111.92,59.81
Tthekalé Nu,-101.66,58.81
Tubbs Corners,-77.91,44.05
Tuberose,-108.08,50.91
Tuck Inlet 89,-130.32,54.43
Tuckkwiowhum 1,-121.43,49.83
Tuckozap 24,-121.58,50.24
Tudor and Cashel,-77.5,44.95
Tuffnell,-103.37,51.64
Tufts Cove,-63.59,44.68
Tuftsville,-77.49,44.31
Tugtown,-66.53,46.52
Tugwell Island 21,-130.5,54.33
Tulameen,-120.75,49.54
Tullamore,-79.75,43.79
Tum-bah 5,-128.03,55.07
Tunaville,-66.8,45.05
Tunis,-80.83,48.83
Tunnel 6,-121.44,49.39
Tunney's Pasture,-75.73,45.4
Tupper Lake,-64.58,45.02
Tupperville,-65.36,44.79
Turks Cove,-53.34,47.93
Turnberry,-101.71,53.43
Turner Settlement,-67.77,46.77
Turners,-81.33,44.37
Turners Corners,-79.25,43.05
Turnertown,-72.06,45.23
Turnor Lake 193B,-108.67,56.46
Turnor Lake 194,-108.85,55.91
Turriff,-77.73,44.98
Turtle Lake,-79.72,45.31
Turtle Lake South Bay,-108.7,53.51
Turtle Point 12,-129.27,53.32
Turtle Valley,-119.6,50.81
Tuscany,-114.25,51.13
Tusket Falls,-65.97,43.88
Tutela Heights,-80.25,43.12
Tutu Creek 4,-123.21,55.44
Tuxedo Park,-114.06,51.08
Tuxford,-105.58,50.57
Tway,-105.43,52.73
Tweedie,-67.65,46.5
Tweedie Brook,-65.12,46.78
Tweedle Place,-113.45,53.47
Tweedside,-67.01,45.64
Tweedsmuir,-79.44,46.28
Twelve O'Clock Point,-77.59,44.06
Twin Butte,-113.85,49.26
Twin Elm,-75.8,45.22
Twin Falls,-64.53,53.5
Twin Island 10,-123.5,48.37
Two Brooks,-67.29,47.07
Two Creeks,-101.03,50.02
Two Islands,-64.22,45.39
Two Mile,-127.61,55.26
Two Mile Creek 16,-121.56,50.25
Two Mile Creek 16A,-121.55,50.25
Two O'Clock,-81.77,45.73
Two Rivers,-120.53,56.18
Twoyqhalsht 16,-121.33,50.42
Tyandaga,-79.84,43.34
Tyendinaga,-77.21,44.3
Tyendinaga Mohawk Territory,-77.15,44.18
Tymgowzan 12,-130.4,54.63
Tyndal Road,-64.11,45.89
Tynehead,-122.73,49.18
Tynemouth Creek,-65.65,45.29
Tyner,-108.41,51.0
Tyneside,-79.88,43.09
Tyotown,-74.65,45.05
Tyrconnell,-81.46,42.6
Tyrone,-78.71,44.0
Tyrrell,-80.22,42.88
Tyvan,-103.71,50.03
Tzart-lam 5,-123.82,48.75
Tzeachten 13,-121.93,49.11
Tzetzi Lake 11,-124.99,52.99
Tzouhalem,-123.65,48.78
Uashat Indian Reserve 27,-66.38,50.22
Ucausley 16,-125.16,54.57
Uchi Lake,-92.58,51.07
Udney,-79.2,44.61
Udora,-79.18,44.25
Uffington,-79.18,44.98
Ufford,-79.48,45.16
Uhl's Bay,-105.14,50.98
Ukraina,-100.25,51.44
Ulkah 3,-123.44,53.58
Ulkatcho 1,-125.69,53.01
Ulkatcho 13,-125.03,52.38
Ulkatcho 14A,-125.26,52.45
Ulkatcho 5,-126.02,53.03
Ulkatcho 6,-125.63,53.04
Ullswater,-79.49,45.21
Ulthakoush 11,-128.65,52.97
Ulverton,-72.23,45.71
Umliisle 4,-123.6,53.75
Umpherville,-101.22,53.84
Uncha Lake 13A,-125.66,53.93
Underhill,-100.38,49.44
Underwood,-81.48,44.3
Undine,-67.67,46.96
Ungers Corner,-80.43,42.68
Uniacke Hill,-64.09,45.98
Union Bay 31,-130.35,54.62
Union Bay 4,-123.44,48.66
Union Centre,-62.76,45.53
Union Corner,-67.78,46.04
Union Creek,-78.62,44.72
Union Hall,-76.29,45.16
Union Mills,-67.29,45.18
Union Road,-63.13,46.32
Union Settlement,-65.96,45.91
Union Square,-64.63,44.55
Uniondale,-81.07,43.21
Unionville,-79.32,43.86
Unipouheos 121,-110.37,53.87
Unity,-109.15,52.44
University,-105.5,50.38
University Gardens,-79.94,43.26
University Heights,-114.13,51.06
University Hill,-123.25,49.26
University Park,-104.56,50.43
University Park East,-104.54,50.42
Unnamed 10,-133.7,59.56
Uno,-101.11,50.24
Uno Park,-79.74,47.58
Unpukpulquatum 8,-121.41,50.26
Upham,-65.66,45.48
Uphill,-79.0,44.74
Uplands,-81.28,43.03
Upper,-79.76,42.89
Upper Afton,-61.68,45.57
Upper Balmoral,-66.5,47.95
Upper Barnaby,-65.56,46.88
Upper Barneys River,-62.31,45.56
Upper Belleisle,-65.72,45.72
Upper Big Tracadie,-61.58,45.57
Upper Blackville,-65.87,46.63
Upper Blackville Bridge,-65.87,46.62
Upper Branch,-64.68,44.45
Upper Brighton,-67.54,46.32
Upper Brockway,-67.09,45.58
Upper Brookside,-63.22,45.41
Upper Buctouche,-64.82,46.4
Upper Burlington,-64.03,45.04
Upper California,-67.77,46.88
Upper Canard,-64.46,45.12
Upper Cape,-63.93,46.05
Upper Caverhill,-67.15,46.05
Upper Charlo,-66.34,48.0
Upper Chelsea,-64.76,44.34
Upper China Creek,-117.69,49.22
Upper Clements,-65.57,44.69
Upper Clyde River,-65.48,43.9
Upper Coverdale,-64.96,46.04
Upper Crossing,-66.2,47.75
Upper Derby,-65.72,46.85
Upper Dorchester,-64.52,45.94
Upper Dover,-64.68,46.03
Upper Dundee,-66.5,48.0
Upper Durham,-66.56,46.15
Upper Dyke,-64.49,45.11
Upper Economy,-63.84,45.38
Upper Falmouth,-64.21,44.96
Upper Fox Island,-61.15,45.33
Upper Gaspereau,-65.86,46.28
Upper Golden Grove,-65.89,45.38
Upper Goshen,-65.18,45.76
Upper Grand Mira,-60.29,45.8
Upper Granville,-65.34,44.82
Upper Greenwich,-66.03,45.56
Upper Hainesville,-67.15,46.08
Upper Halfway,-122.23,56.51
Upper Hammonds Plains,-63.84,44.75
Upper Hat Creek 1,-121.58,50.81
Upper Hay River 212,-117.75,59.05
Upper Island Cove,-53.22,47.64
Upper Kemptown,-63.11,45.53
