,Municipality,Longitude,Latitude
13322,Saint-Joseph-de-Mékinac,-72.69,46.91
13323,Saint-Joseph-des-Érables,-70.91,46.28
13324,Saint-Joseph-des-Monts,-66.47,49.03
13325,Saint-Joseph-de-Sorel,-73.12,46.04
13326,Saint-Joseph-du-Lac,-74.0,45.53
13327,Saint-Jovite-Station,-74.59,46.13
13328,Saint-Jude,-72.98,45.76
13329,Saint-Jules,-68.43,47.23
13330,Saint-Jules-de-Beauce,-70.94,46.22
13331,Saint-Julien,-71.53,46.0
13332,Saint-Juste-du-Lac,-68.75,47.65
13333,Saint-Justin,-73.08,46.25
13334,Saint-Lambert,-76.485,47.225
13335,Saint-Lambert-de-Lauzon,-71.2,46.58
13336,Saint-Laurent,-65.77,47.72
13338,Saint-Laurent-de-l'Île-d'Orléans,-71.01,46.86
13339,Saint-Laurent-du-Fleuve,-73.2,45.93
13340,Saint-Lazare,-64.91,46.41
13342,Saint-Léandre,-67.6,48.73
13343,Saint-Léon,-70.74333333,47.28
13344,Saint-Léonard,-67.92,47.16
13346,Saint-Léonard-de-Portneuf,-71.91,46.88
13347,Saint-Léonard-Parent,-67.9,47.14
13348,Saint-Léon-de-Standon,-70.61,46.48
13349,Saint-Léon-le-Grand,-70.215,47.345
13350,Saint-Liguori,-73.56,46.01
13351,Saint-Lin–Laurentides,-73.76,45.85
13352,Saint-Louis,-71.69,46.615
13353,Saint-Louis-de-Bagot,-70.99,48.35
13354,Saint-Louis-de-Blandford,-72.0,46.25
13355,Saint-Louis-de-France,-72.59,46.42
13356,Saint-Louis-de-Gonzague-du-Cap-Tourmente,-70.83,47.06
13357,Saint-Louis-de-Masham,-76.13,45.66
13358,Saint-Louis-de-Terrebonne,-73.78,45.7
13359,Saint-Louis-du-Ha! Ha!,-68.98,47.66
13360,Saint-Luc,-65.17,46.73
13362,Saint-Luc-de-Bellechasse,-70.48,46.5
13363,Saint-Luc-de-Matane,-67.47,48.79
13364,Saint-Luc-de-Vincennes,-72.41,46.5
13365,Saint-Lucien,-72.26,45.86
13366,Saint-Ludger,-70.7,45.75
13367,Saint-Ludger-de-Milot,-71.81,48.9
13368,Saint-Majorique,-72.58,45.93
13369,Saint-Majorique-de-Grantham,-72.58,45.93
13370,Saint-Malachie,-70.76,46.53
13371,Saint-Malachie-Station,-70.78,46.53
13372,Saint-Marc-de-Figuery,-78.05,48.46
13373,Saint-Marc-de-Latour,-68.98,48.81
13374,Saint-Marc-du-Lac-Long,-68.9,47.38
13375,Saint-Marcel,-64.58,46.31
13377,Saint-Marcel-de-Richelieu,-72.9,45.86
13378,Saint-Marcellin,-68.3,48.33
13379,Saint-Marc-sur-Richelieu,-73.2,45.68
13380,Saint-Martin-de-Kent,-64.66,46.34
13381,Saint-Mathias-de-Bonneterre,-71.38,45.3
13382,Saint-Mathias-sur-Richelieu,-73.26,45.46
13383,Saint-Mathieu,-71.245,46.745
13384,Saint-Mathieu-de-Beloeil,-73.2,45.56
13385,Saint-Mathieu-de-Rioux,-68.98,48.18
13386,Saint-Mathieu-d'Harricana,-78.13,48.46
13387,Saint-Mathieu-du-Parc,-72.91,46.56
13388,Saint-Maure,-66.46,47.95
13389,Saint-Maurice,-64.8,46.49
13391,Saint-Maurice-de-Dalquier,-77.98,48.64
13392,Saint-Maurice-de-l'Échouerie,-64.48,49.05
13393,Saint-Maxime-du-Mont-Louis,-65.73,49.23
13394,Saint-Médard,-68.9,48.03
13395,Saint-Méthode,-71.74,47.38
13396,Saint-Michel-de-Wentworth,-74.48,45.77
13397,Saint-Michel-du-Squatec,-68.71,47.88
13398,Saint-Modeste,-69.4,47.83
13399,Saint-Modeste-Station,-69.4,47.79
13400,Saint-Moïse,-67.85,48.51
13401,Saint-Narcisse,-71.845,46.52
13402,Saint-Narcisse-de-Beaurivage,-71.23,46.48
13403,Saint-Narcisse-de-Rimouski,-68.43,48.28
13404,Saint-Nazaire,-71.53,48.58
13405,Saint-Nazaire-d'Acton,-72.61,45.73
13406,Saint-Nazaire-de-Berry,-78.25,48.71
13407,Saint-Nazaire-de-Dorchester,-70.66,46.55
13408,Saint-Nérée-de-Bellechasse,-70.71,46.73
13409,Saint-Nérée-Station,-70.66,46.68
13410,Saint-Nicolas,-71.125,46.925
13411,Saint-Norbert,-64.97,46.46
13413,Saint-Norbert-d'Arthabaska,-71.81,46.1
13414,Saint-Octave-de-Métis,-68.08,48.6
13415,Saint-Odilon-de-Cranbourne,-70.68,46.36
13416,Saint-Omer,-67.97,47.58
13417,Saint-Onésime,-69.98,47.32
13418,Saint-Onésime-d'Ixworth,-69.93,47.3
13419,Saint-Pacôme-Station,-69.97,47.41
13420,Saint-Pascal-Baylon,-75.15,45.49
13421,Saint-Patrice,-69.57,47.81
13422,Saint-Patrice-de-Beaurivage,-71.23,46.41
13423,Saint-Patrice-de-Sherrington,-73.51,45.16
13424,Saint-Paul-d'Abbotsford,-72.88,45.43
13425,Saint-Paul-de-la-Croix,-69.2,47.95
13426,Saint-Paul-de-l'Île-aux-Noix,-73.28,45.13
13427,Saint-Paul-d'Industrie,-73.44,45.98
13428,Saint-Paul-du-Nord,-69.23,48.57
13429,Saint-Paul-Est,-70.33,46.74
13430,Saint-Philémon-Nord,-70.49,46.7
13431,Saint-Philémon-Sud,-70.39,46.65
13432,Saint-Philibert,-70.55,46.13
13433,Saint-Philippe,-64.69,46.21
13435,Saint-Philippe-de-La Prairie,-73.47,45.35
13436,Saint-Philippe-Est,-74.39,45.63
13437,Saint-Pie-de-Guire,-72.75,46.0
13438,Saint-Pierre,-73.66666667,45.52333333
13439,Saint-Pierre-Baptiste,-71.61,46.2
13440,Saint-Pierre-de-Broughton,-71.2,46.25
13441,Saint-Pierre-de-Kent,-64.75,46.51
13442,Saint-Pierre-de-Lamy,-69.0,47.78
13443,Saint-Pierre-de-la-Rivière-du-Sud,-70.63,46.91
13444,Saint-Pierre-de-l'Île-d'Orléans,-71.06,46.88
13445,Saint-Pierre-de-Wakefield,-75.71,45.7
13446,Saint-Pierre-Montmagny,-70.62,46.9
13447,Saint-Placide,-74.2,45.53
13448,Saint-Placide-de-Charlevoix,-70.62,47.4
13449,Saint-Placide-Nord,-70.59,47.46
13450,Saint-Polycarpe,-74.3,45.3
13451,Saint-Pons,-64.96,47.47
13452,Saint-Prime,-72.33,48.58
13453,Saint-Prosper,-70.48,46.21
13454,Saint-Prosper-de-Champlain,-72.28,46.61
13455,Saint-Raphaël-sur-Mer,-64.56,47.79
13456,Saint-Rédempteur,-72.835,46.06
13457,Saint-Rémi-d'Amherst,-74.76,46.0
13458,Saint-Rémi-de-Tingwick,-71.81,45.86
13459,Saint-René,-70.61,46.01
13460,Saint-René-de-Matane,-67.38,48.7
13461,Saint-Robert,-73.0,45.96
13462,Saint-Robert-Bellarmin,-70.58,45.75
13463,Saint-Roch,-78.94,48.01
13464,Saint-Roch-de-l'Achigan,-73.6,45.85
13465,Saint-Roch-de-Mékinac,-72.76,46.81
13466,Saint-Roch-de-Richelieu,-73.16,45.88
13467,Saint-Roch-Ouest,-73.65,45.85
13468,Saint-Romain,-71.1,45.78
13469,Saint-Romuald,-71.23,46.75
13470,Saint-Rosaire,-72.03,46.16
13471,Saint-Samuel,-72.21,46.06
13472,Saint-Samuel-de-Horton,-72.2,46.06
13473,Saint-Samuel-Station,-70.91,45.71
13474,Saints-Anges,-70.88,46.41
13475,Saint-Sébastien,-72.055,45.445
13476,Saint-Sévère,-72.9,46.35
13477,Saint-Séverin,-71.775,46.485
13478,Saint-Siméon-de-Bonaventure,-65.56,48.07
13479,Saint-Siméon-Est,-65.54,48.07
13480,Saint-Siméon-Ouest,-65.6,48.07
13481,Saint-Simon,-70.955,46.965
13482,Saint-Simon-de-Bagot,-72.87,45.73
13483,Saint-Simon-de-Rimouski,-69.04,48.2
13484,Saint-Simon-les-Mines,-70.68,46.21
13485,Saint-Sixte,-75.21,45.7
13486,Saints-Martyrs,-71.53,45.85
13487,Saints-Martyrs-Canadiens,-71.53,45.85
13488,Saint-Sosime,-65.25,46.38
13489,Saint-Stanislas,-72.29,47.805
13490,Saint-Stanislas-de-Kostka,-74.13,45.18
13491,Saint-Sulpice,-73.35,45.83
13492,Saint-Sylvère,-72.21,46.23
13493,Saint-Télesphore,-72.795,46.03
13494,Saint-Tharcisius,-67.33,48.53
13495,Saint-Théodore,-73.88,46.07
13496,Saint-Théodore-d'Acton,-72.58,45.68
13497,Saint-Thomas,-71.785,47.12
13498,Saint-Thomas-d'Aquin,-72.99,45.64
13499,Saint-Thomas-de-Caxton,-72.79,46.36
13500,Saint-Thomas-de-Kent,-64.63,46.44
13501,Saint-Thomas-de-Soulanges,-74.29,45.24
13502,Saint-Thomas-Didyme,-72.66,48.9
13503,Saint-Thuribe,-72.16,46.71
13504,Saint-Timothée,-74.04,45.29
13505,Saint-Tite-des-Caps,-70.76,47.13
13506,Saint-Urbain,-70.53,47.55
13507,Saint-Urbain-Premier,-73.73,45.21
13508,Saint-Valentin,-73.31,45.13
13509,Saint-Valère,-72.1,46.06
13510,Saint-Valérien,-68.66,48.33
13511,Saint-Valérien-de-Milton,-72.71,45.56
13512,Saint-Vallier-Station,-70.79,46.86
13513,Saint-Venant-de-Paquette,-71.46,45.13
13514,Saint-Vianney,-67.41,48.63
13515,Saint-Viateur,-73.16,46.16
13516,Saint-Victor-de-Bonaventure,-66.99,48.05
13517,Saint-Victor-Station,-70.91,46.15
13518,Saint-Vincent-de-Paul,-73.65,45.61
13519,Saint-Vital-de-Clermont,-79.25,48.92
13520,Saint-Wilfred,-65.21,47.25
13521,Saint-Yvon,-64.8,49.16
13522,Saint-Zénon,-73.81,46.55
13523,Saint-Zénon-du-Lac-Humqui,-67.58,48.3
13524,Saint-Zéphirin,-72.62,46.05
13525,Saint-Zéphirin-de-Courval,-72.63,46.06
13526,Sakaw,-113.43,53.44
13527,Sakimay 74,-102.79,50.55
13528,Sakimay 74-1,-102.42,51.05
13529,Sakimay 74-10,-102.38,50.95
13530,Sakimay 74-11,-102.39,50.96
13531,Sakimay 74-12,-102.79,50.63
13532,Sakimay 74-14,-104.47,50.45
13533,Sakimay 74-16,-102.81,50.64
13534,Sakimay 74-17,-102.8,50.64
13535,Sakimay 74-2,-102.85,50.64
13536,Sakimay 74-3,-102.41,51.06
13537,Sakimay 74-4,-102.66,50.89
13538,Sakimay 74-5,-102.37,50.94
13539,Sakimay 74-6,-104.71,50.44
13540,Sakimay 74-7,-102.48,51.21
13541,Sakimay 74-9,-102.82,50.64
13542,Salaberry,-71.43,46.05
13543,Salaquo 4,-122.97,53.88
13544,Salem,-65.05,45.97
13547,Salem Corners,-78.93,44.28
13548,Salford,-80.82,42.99
13549,Salina,-65.7,45.52
13550,Sally's Cove,-57.93,49.72
13551,Salmon Arm Range,-119.25,50.67
13552,Salmon Bay,-57.61,51.42
13553,Salmon Bay 3,-124.66,50.44
13554,Salmon Beach,-125.43,48.96
13556,Salmon Cove,-53.17,47.78
13557,Salmon Creek 3,-131.63,58.18
13558,Salmon Lake 7,-119.99,50.28
13559,Salmon Point,-77.2,43.88
13560,Salmon River 1,-122.62,50.44
13561,Salmon River Bridge,-63.03,44.77
13562,Salmon River Lake,-61.72,45.35
13563,Salmon River Meadow 7,-125.16,52.97
13564,Salmon Valley,-122.7,54.08
13565,Salmonhurst Corner,-67.62,46.97
13566,Salmonville,-81.2,43.11
13567,Salomé,-73.47,45.93
13568,Salt Harbour,-54.62,49.64
13569,Salt Point,-99.81,51.75
13570,Salt Pond,-55.19,47.09
13571,Salt Prairie Settlement,-116.12,55.6
13572,Salt Springs,-65.65,45.54
13574,Saltford,-81.69,43.75
13575,Salvador,-109.5,52.16
13576,Salvail,-73.07,45.67
13577,Salvus 26,-129.4,54.29
13578,Sam Adams 12,-121.45,49.92
13579,Samahquam 1,-122.52,50.0
13580,Sambro Creek,-63.61,44.46
13581,Sambro Head,-63.58,44.48
13582,Samiajij Miawpukek,-55.74,47.86
13583,Samp Hill,-65.36,45.98
13584,Sampsons Cove,-60.93,45.5
13585,Sampson's Meadow 11,-122.01,51.8
13586,Sampson's Meadow 11A,-122.0,51.8
13587,Sampsonville,-60.84,45.68
13588,Samson 137,-113.49,52.81
13589,Samson 137A,-113.43,52.75
13590,San Jose 6,-122.12,52.12
13591,Sanborn,-71.55,45.93
13592,Sanctuary,-108.08,50.98
13593,Sand Banks,-77.27,43.89
13594,Sand Bay,-84.54,46.74
13596,Sand Bay Corner,-76.07,44.46
13597,Sand Beach,-66.12,43.81
13598,Sand Brook,-66.56,45.5
13599,Sand Castle Beach,-80.12,44.74
13600,Sand Hill,-65.61,47.62
13602,Sand Island 4,-130.42,53.81
13603,Sand Lake,-79.18,45.64
13604,Sand Point,-66.19,45.34
13607,Sand River,-64.67,45.54
13608,Sandfield Mills,-74.77,45.14
13609,Sandford,-66.14,43.92
13611,Sandhill,-79.81,43.83
13612,Sandhurst,-76.87,44.12
13613,Sandhurst Shores,-76.88,44.12
13614,Sandilands,-96.29,49.32
13615,Sandison,-82.12,42.26
13616,Sandown,-74.83,45.45
13617,Sandringham,-53.82,48.65
13619,Sandstone Valley,-114.1,51.14
13620,Sandtown,-75.08,45.1
13621,Sandusk,-80.03,42.85
13622,Sandwich,-83.05,42.28
13623,Sandwick,-124.98,49.7
13624,Sandy Bay 5,-98.66,50.55
13625,Sandy Cove,-123.23,49.35
13629,Sandy Cove Acres,-79.55,44.35
13630,Sandy Creek,-76.49,45.96
13631,Sandy Harry 4,-122.1,51.81
13632,Sandy Hill,-75.17,45.505
13633,Sandy Hook,-96.98,50.54
13635,Sandy Hook Golf Course,-96.99,50.52
13636,Sandy Lake 88,-93.29,53.08
13637,Sandy Narrows 184C,-103.05,55.03
13638,Sandy Point 221,-110.73,58.93
13639,Sandy Point Beach,-79.23,44.56
13640,Sandy Point Road,-66.07,45.31
13641,Sandyville,-66.59,45.98
13642,Sans Souci,-80.13,45.17
13643,Saouchten 18,-132.17,54.01
13644,Saouk 16,-124.57,48.89
13645,Sapawe,-91.33,48.76
13646,Sapin-Court,-65.46,46.71
13647,Sapotaweyak Cree Nation,-100.63,52.82
13648,Sapotaweyak Cree Nation - Spruce Island,-100.58,53.04
13649,Sapperton,-122.88,49.21
13650,Saraguay,-73.75,45.51
13651,Saratoga,-81.57,43.81
13652,Saratoga Beach,-125.11,49.86
13653,Sardis,-121.95,49.13
13654,Sarnia 45,-82.41,42.92
13655,Sarnia Beach,-105.22,50.99
13656,Sarque 5,-124.78,48.67
13657,Sarto,-96.74,49.39
13658,Sas Mighe 32,-122.69,54.5
13659,Saseenos,-123.66,48.38
13660,Saskatchewan Beach,-104.92,50.79
13661,Satoo,-113.45,53.44
13662,Satunquin 5,-132.22,53.66
13663,Saturna Island 7,-123.08,48.78
13664,Sauble Beach North,-81.27,44.65
13665,Sauble Beach South,-81.27,44.59
13666,Sauble Falls,-81.25,44.67
13667,Saug-A-Gaw-Sing 1,-94.31,49.12
13668,Saugeen 29,-81.29,44.54
13669,Saugeen and Cape Croker Fishing Islands 1,-81.42,44.96
13670,Saugeen Hunting Grounds 60A,-81.5,45.17
13671,Saulnierville Station,-66.09,44.24
13672,Sault Ship Canal,-84.35,46.51
13673,Sault-à-la-Puce,-71.01,46.97
13674,Sault-au-Récollet,-73.65,45.55
13675,Saulteaux 159,-108.33,53.12
13676,Saulteaux 159A,-108.13,53.48
13677,Saulteaux 159AA,-108.18,53.24
13678,Saulteaux 159B,-108.29,52.81
13679,Saulteaux 159C,-108.32,53.29
13680,Saulteaux 159D,-108.3,53.21
13681,Saulteaux 159DD,-108.24,53.24
13682,Saulteaux 159E,-108.38,53.2
13683,Saulteaux 159EE,-108.3,53.55
13684,Saulteaux 159F,-108.07,53.02
13685,Saulteaux 159FF,-108.34,53.08
13686,Saulteaux 159G,-108.18,53.35
13687,Saulteaux 159H,-108.25,53.17
13688,Saulteaux 159I,-108.34,53.11
13689,Saulteaux 159J,-108.35,53.29
13690,Saulteaux 159K,-108.25,53.27
13691,Saulteaux 159KK,-108.34,53.4
13692,Saulteaux 159L,-108.25,53.29
13693,Saulteaux 159LL,-108.43,53.31
13694,Saulteaux 159M,-108.34,53.11
13695,Saulteaux 159MM,-108.37,53.17
13696,Saulteaux 159N,-108.3,53.31
13697,Saulteaux 159O,-108.26,53.15
13698,Saulteaux 159P,-108.27,53.19
13699,Saulteaux 159Q,-108.25,53.19
13700,Saulteaux 159R,-108.33,53.18
13701,Saulteaux 159S,-108.1,53.28
13702,Saulteaux 159T,-108.23,53.29
13703,Saulteaux 159U,-107.68,52.85
13704,Saulteaux 159V,-108.26,53.25
13705,Saulteaux 159Y,-108.22,53.25
13706,Saulteaux First Nation 159BB,-108.1,53.31
13707,Saulteaux First Nation 159CC,-107.45,52.79
13708,Saulteaux First Nation 159GG,-108.29,52.96
13709,Saulteaux First Nation 159HH,-108.36,53.13
13710,Saulteaux First Nation 159II,-108.39,53.51
13711,Saulteaux First Nation 159JJ,-108.26,53.22
13712,Saulteaux First Nation 159W,-108.28,53.21
13713,Saulteaux First Nation 159X,-107.44,52.72
13714,Saulteaux First Nation 159Z,-108.33,53.19
13715,Sault-Saint-Lin,-73.75,45.87
13716,Saunders Cove,-54.01,48.7
13717,Saurin,-79.88,44.6
13718,Sauvé,-66.32,49.12
13719,Savage Cove - Sandy Cove,-56.68,51.33
13720,Savanne,-90.24,48.95
13721,Savant Lake,-90.7,50.23
13722,Savey 15,-126.94,49.96
13723,Savoy Landing,-64.68,47.75
13724,Sawlog Bay,-79.93,44.85
13725,Sawridge 150G,-114.67,55.28
13726,Sawridge 150H,-114.86,55.31
13727,Saxby Corner,-72.63,45.38
13728,Sayers Mills,-80.01,43.54
13729,Say-La-Quas 10,-123.68,48.89
13730,Scarboro,-114.11,51.05
13731,Scarborough,-79.23,43.75
13732,Scarborough Village,-79.2,43.74
13733,Scarlet Park,-79.36,44.72
13734,Scarsdale,-64.63,44.59
13735,Scarth,-100.94,49.73
13736,Scaucy 5,-121.45,49.81
13737,Scenic Acres,-114.22,51.11
13738,Schaltuuch 27,-123.47,49.4
13739,Schanzenfeld,-97.94,49.13
13740,Schelowat 1,-121.83,49.18
13741,Schikaelton 16,-121.35,50.41
13742,Schindelsteddle,-80.6,43.38
13743,Schist Lake,-101.79,54.66
13744,Schkam 2,-121.45,49.4
13745,Schoenfeld,-107.7,50.1
13746,Schoenweise,-106.56,52.45
13747,Schoenwiese,-97.82,49.03
13748,Schomberg Heights,-79.7,44.04
13749,Schumacher,-81.29,48.47
13750,Schutt,-77.46,45.24
13751,Schwartz,-76.36,45.8
13752,Schyan Point,-77.43,46.09
13753,Science Hill,-81.19,43.29
13754,Scoble West,-89.63,48.22
13755,Scone,-81.07,44.3
13756,Scotch Block,-79.96,43.57
13757,Scotch Bush,-77.46,45.33
13758,Scotch Corners,-76.19,45.07
13759,Scotch Creek 4,-119.48,50.91
13760,Scotch Hill,-62.8,45.69
13761,Scotch Lake,-66.96,45.95
13763,Scotch Line,-76.3,44.85
13764,Scotch Point,-76.16,44.76
13765,Scotch Ridge,-67.39,45.28
13766,Scotch Settlement,-65.835,46.105
13768,Scotch Village,-64.0,45.05
13769,Scotchfort 4,-62.9,46.36
13770,Scotchtown,-66.14,45.89
13772,Scotia,-79.29,45.5
13773,Scotsburn,-62.85,45.65
13774,Scotsguard,-108.15,49.71
13775,Scotsville,-61.15,46.18
13776,Scott Road,-65.1,46.03
13777,Scott Settlement,-78.005,45.02
13778,Scott Siding,-67.54,45.91
13779,Scotts Landing,-78.05,44.78
13780,Scottsville,-81.28,42.88
13781,Scout Lake,-106.0,49.36
13782,Scovil,-66.13,45.76
13783,Scowlitz 1,-121.93,49.23
13784,Scudder,-82.65,41.81
13785,Scugog,-78.9,44.155
13786,Scugog Centre,-78.89,44.15
13787,Scugog Point,-78.79,44.18
13788,Scuttsap 11,-129.56,54.21
13789,Scuttsap 11A,-129.56,54.21
13790,SE Hill,-110.67,50.02
13791,Sea Breeze,-78.97,45.28
13792,Sea Island 3,-123.2,49.2
13793,Sea Side,-66.12,47.94
13794,Seabird Island,-121.71,49.26
13795,Seabright,-63.92,44.61
13796,Seabrook,-65.81,44.61
13797,Seacliffe,-82.61,42.03
13798,Seafair,-123.18,49.15
13799,Seafoam,-62.97,45.78
13800,Seagrave,-78.95,44.2
13801,Seah 5,-121.73,50.5
13802,Seaichem 16,-123.14,49.75
13803,Seal Bight,-55.68,52.45
13804,Seal Harbour,-61.58,45.15
13805,Seal Islands Harbour,-55.71,53.22
13806,Searsville,-65.69,45.71
13807,Seaspunkut 4,-124.76,54.05
13808,Seaview,-66.19,45.16
13810,Sebastopol,-80.83,43.33
13811,Sebright,-79.16,44.69
13812,Sebringville,-81.06,43.4
13813,Seckerton,-82.39,42.83
13814,Second Falls,-66.84,45.23
13815,Second North River,-65.07,46.06
13816,Second Peninsula,-64.29,44.4
13817,Secord,-80.83,46.32
13818,Secret Cove,-123.95,49.53
13819,Secteur d'entrainement de Chilcotin,-122.55,52.08
13820,Secteur Ristigouche,-66.93,47.97
13821,Secteur-Charlevoix,-71.06,48.16
13822,Secteur-Como,-74.12,45.43
13823,Seddons Corner,-96.29,50.06
13824,Seekaskootch 119,-109.9,53.68
13825,Seektukis 24,-126.05,49.37
13826,Seeley,-75.81,44.58
13827,Seeleys Cove,-66.65,45.08
13828,SeeSeep Sakahikan,-93.89,53.94
13829,Seguin,-79.8,45.32
13830,Seguin Falls,-79.66,45.41
13831,Seigneurie-de-Vaudreuil,-74.05,45.42
13832,Seine River 23A,-92.41,48.72
13833,Seine River 23B,-92.77,48.66
13834,Selby,-76.98,44.29
13835,Selfridge Corner,-64.87,45.03
13836,Sellars,-89.74,48.29
13837,Sellwood,-81.02,46.84
13838,Selma,-63.53,45.32
13839,Selma Park,-123.73,49.46
13840,Selton,-78.96,43.435
13841,Selwood,-66.4,47.98
13842,Selwyn,-78.31,44.46
13843,Semach 2,-128.34,50.67
13844,Semiahmoo,-122.76,49.01
13845,Semiwagan Ridge,-65.56,46.85
13846,Senanus Island 10,-123.48,48.59
13847,Senate,-109.7,49.28
13848,Senecal,-74.99,45.55
13849,Senneville,-73.95,45.41
13850,Sentiers-du-Sommet,-74.05,46.04
13851,Sentinel Hill,-123.13,49.33
13852,Seouls Corners,-76.8,44.78
13853,Separation Point,-57.41,53.61
13854,Serath,-104.51,51.18
13855,Serpent River,-82.54,46.21
13856,Serpent River 7,-82.55,46.18
13857,Sesekinika,-80.23,48.18
13858,Seton Lake 5,-121.98,50.66
13859,Seton Lake 5A,-122.3,50.71
13860,Seton Portage,-122.28,50.7
13861,Seven Sisters Falls,-96.01,50.1
13862,Seven Sisters Generating Station,-96.01,50.11
13863,Sevenoaks,-123.38,48.46
13864,Severn,-79.5,44.75
13865,Severn Bridge,-79.33,44.77
13866,Severn Falls,-79.6,44.87
13867,Seville,-80.9,42.76
13868,Sewell,-97.47,49.27
13869,Sewell Inlet,-131.98,52.87
13870,Seymour Arm,-118.95,51.23
13871,Seymour Beach,-82.97,42.0
13872,Seymour Creek 2,-123.02,49.3
13873,Seymour Heights,-123.0,49.32
13874,Seymour Meadows 19,-124.45,52.2
13875,Seymourville,-96.32,51.18
13876,Shabaqua,-89.9,48.57
13877,Shabaqua Corners,-89.88,48.59
13878,Shackan 11,-121.2,50.28
13879,Shackleton,-108.6,50.68
13880,Shad Bay,-63.78,44.52
13881,Shady Nook,-77.1,45.76
13882,Shady Valley,-122.71,53.96
13883,Shaftesbury Settlement,-117.45,56.15
13884,Shaganappi,-114.13,51.05
13885,Shakespeare,-80.83,43.36
13886,Shallop Cove,-58.53,48.41
13887,Shamattawa 1,-92.09,55.85
13888,Shampers,-66.01,45.53
13889,Shamrock,-76.84,45.39
13891,Shands,-80.34,43.72
13892,Shanes,-76.01,44.83
13893,Shanick,-77.69,44.59
13894,Shanklin,-65.62,45.36
13895,Shanks,-72.05,45.3
13896,Shanly,-75.47,44.89
13897,Shannon,-65.98,45.7
13899,Shannon Hall,-79.53,45.31
13900,Shannons Corners,-76.5,44.32
13901,Shannonvale,-66.44,48.01
13902,Shannonville,-77.22,44.19
13903,Shanty Bay,-79.58,44.41
13904,Sharps Corners,-77.0,44.33
13905,Sharpton,-76.67,44.31
13906,Shas Dzuhl Koh 35,-124.97,54.49
13907,Shaughnessy,-112.84,49.85
13909,Shaw Brook,-64.87,46.21
13910,Shawanaga,-80.28,45.51
13911,Shawanaga 17,-80.3,45.52
13912,Shawanaga 17B,-80.37,45.52
13913,Shawanaga Landing,-80.38,45.52
13914,Shawbridge,-74.07,45.87
13915,Shawinigan-Nord,-72.76,46.56
13916,Shawinigan-Sud,-72.74,46.52
13917,Shawmere,-82.54,48.33
13918,Shawnee Slopes,-114.08,50.92
13919,Shawnessy,-114.08,50.9
13920,Shawniken 3,-121.36,50.41
13921,Shawniken 4B,-121.35,50.41
13922,Sheahan Estates,-75.78,45.33
13923,Shearwater,-63.52,44.63
13924,Sheatown,-75.95,44.57
13925,Shebeshekong,-80.21,45.42
13926,Shediac Cape,-64.56,46.23
13927,Shediac Ridge,-65.39,46.76
13928,Shediac River,-64.62,46.27
13929,Sheenboro,-77.23,45.96
13930,Sheerness,-111.67,51.48
13931,Sheet Harbour 36,-62.55,44.91
13932,Sheet Harbour Passage,-62.44,44.86
13933,Sheffield,-66.33,45.89
13935,Sheffield Glen,-75.61,45.39
13936,Sheffield Industrial,-113.59,53.56
13937,Sheffield Mills,-64.47,45.15
13938,Shefford,-72.56,45.35
13939,Shefford-Ouest,-72.65,45.31
13940,Sheganny 14,-129.76,53.45
13941,Sheguiandah 24,-81.93,45.86
13942,Sheila,-64.91,47.47
13943,Shekatika,-58.33,51.28
13944,Sheldon,-79.98,44.07
13945,Sheldrake,-64.89,50.26
13946,Sheldrake Lake,-63.79,44.67
13947,Shell Island 3,-127.4,50.7
13948,Shelley,-122.61,54.0
13949,Shellmouth,-101.47,50.93
13950,Shelter Point,-125.18,49.93
13951,Shemogue,-64.18,46.15
13952,Shenacadie,-60.64,46.02
13953,Shenston,-94.05,48.72
13954,Shenstone,-64.73,45.89
13955,Shep,-79.55,43.58
13956,Shepard,-113.9,50.95
13957,Shepody,-64.65,45.77
13958,Sheppardton,-81.7,43.83
13959,Sheraton,-125.46,54.16
13960,Sheraton Creek 19,-125.48,54.18
13961,Sheridan Homelands,-79.66,43.52
13962,Sheridan Park,-77.68,44.06
13963,Sherkston,-79.13,42.88
13964,Sherose Island,-65.6,43.53
13965,Sherrington,-73.52,45.16
13966,Sherwood,-113.58,53.52
13969,Sherwood Estates,-104.68,50.49
13970,Sherwood Forest,-81.29,43.0
13971,Sherwood Forrest,-79.64,43.53
13972,Sherwood Heights,-63.66,44.67
13973,Sherwood Springs,-75.79,44.52
13974,Sherwood Village,-82.35,42.96
13975,Sheshatshiu 3,-60.14,53.51
13976,Shesheep 74A,-102.77,50.62
13977,Sheshegwaning 20,-82.84,45.94
13978,Sheth Chok,-101.49,58.52
13979,Shetland,-81.98,42.7
13980,Shevlin,-101.2,51.19
13981,Shields,-106.4,51.81
13982,Shields Crossing,-76.93,45.67
13983,Shigawake,-65.08,48.1
13984,Shigawake-Est,-65.04,48.1
13985,Shillington,-80.68,48.53
13986,Shilo Range and Training Area,-99.47,49.73
13987,Shiloh,-79.05,43.905
13988,Shingle Point 4,-123.63,49.04
13989,Shinimicas,-63.92,45.87
13990,Shining Tree,-81.26,47.55
13991,Ship Cove,-54.14666667,47.23666667
13992,Ship Harbour,-53.89,47.36
13994,Ship Island,-54.61,49.64
13995,Shipka,-81.67,43.28
13996,Shipman,-79.25,43.16
13998,Shipshaw,-71.27,48.48
13999,Shirley,-78.89,44.05
14000,Shirleys Bay,-75.87,45.36
